id_audio;mfcc_1;mfcc_2;mfcc_3;mfcc_4;mfcc_5;mfcc_6;mfcc_7;mfcc_8;mfcc_9;mfcc_10;mfcc_11;mfcc_12;mfcc_13;mfcc_14;mfcc_15;mfcc_16;mfcc_17;mfcc_18;mfcc_19;mfcc_20;delta_1;delta_2;delta_3;delta_4;delta_5;delta_6;delta_7;delta_8;delta_9;delta_10;delta_11;delta_12;delta_13;delta_14;delta_15;delta_16;delta_17;delta_18;delta_19;delta_20;delta2_1;delta2_2;delta2_3;delta2_4;delta2_5;delta2_6;delta2_7;delta2_8;delta2_9;delta2_10;delta2_11;delta2_12;delta2_13;delta2_14;delta2_15;delta2_16;delta2_17;delta2_18;delta2_19;delta2_20
cielo/cielo_bilks_h_esp.mp3;-541.6404418945312;60.48320388793945;11.385961532592773;49.353904724121094;-6.471396446228027;10.82110595703125;2.0104966163635254;-5.400028228759766;-4.295384883880615;-1.2389463186264038;0.692215085029602;-1.4275017976760864;-4.389878749847412;0.8225626349449158;-1.4038054943084717;0.7374762296676636;2.0705411434173584;0.8861390948295593;-1.9177792072296143;-1.9725185632705688;-2.4394593238830566;0.5618544816970825;-1.3575338125228882;0.20023676753044128;-0.5849080681800842;-0.39371904730796814;-0.32552996277809143;-1.3297882080078125;0.18600063025951385;-0.4373076260089874;0.051192283630371094;-0.21425317227840424;0.225723996758461;-0.07408533245325089;-0.30338242650032043;-0.1744721531867981;-0.02288684993982315;-0.09102028608322144;0.13753202557563782;-0.24249547719955444;-2.028294324874878;-0.007406382821500301;0.5169625878334045;-0.8856448531150818;0.5669549703598022;0.5889474153518677;0.2122931331396103;-0.18210794031620026;0.18682967126369476;0.2554031014442444;-0.13174797594547272;0.052770696580410004;-0.07542029023170471;-0.07754343748092651;-0.18777455389499664;0.024791574105620384;-0.17466557025909424;-0.20163173973560333;0.01855037733912468;-0.01708182878792286
cielo/cielo_camilorosa_h_chile.mp3;-229.28854370117188;22.435903549194336;42.08981704711914;57.29830551147461;5.026900291442871;-26.179534912109375;8.223432540893555;8.731840133666992;1.0796575546264648;-10.327982902526855;-19.556303024291992;1.2881444692611694;-14.544981002807617;-9.851303100585938;-2.8443639278411865;-1.5656588077545166;-0.0053173634223639965;-9.961009979248047;-12.20860481262207;1.6757999658584595;4.690952777862549;19.371389389038086;-1.1271885633468628;-0.7609850764274597;-2.6957459449768066;1.441840648651123;3.2945306301116943;-0.3789256513118744;-0.9873470664024353;-0.8234356641769409;0.3429182469844818;-0.9889271855354309;0.5726794004440308;0.9110283255577087;1.6538541316986084;-0.06313368678092957;-0.699235200881958;0.6301633715629578;-0.8054501414299011;-0.19608530402183533;-5.963619232177734;-2.033143997192383;-1.3848075866699219;-3.204043388366699;-0.03860137239098549;1.4685622453689575;-0.9122193455696106;-0.6247268915176392;0.7649930119514465;0.6517645716667175;0.017580287531018257;1.5159459114074707;1.571165919303894;1.404855489730835;0.1680738627910614;0.7712066173553467;0.32198086380958557;0.050489503890275955;0.740247368812561;-0.23903019726276398
cielo/cielo_enriquemdc23_h_mex.mp3;-179.2400665283203;101.36683654785156;-2.2054250240325928;18.41347885131836;-13.226442337036133;-23.257556915283203;-6.900486946105957;-10.65611457824707;-18.671064376831055;-6.861283302307129;-9.15764045715332;3.97324538230896;-17.753326416015625;11.94033145904541;-11.629491806030273;-5.9075798988342285;-0.1665221005678177;-9.339634895324707;-8.844029426574707;1.168949842453003;-22.47180938720703;15.271327018737793;3.2271533012390137;-3.305260181427002;-3.945359706878662;3.3081705570220947;5.733672618865967;-3.2744944095611572;-1.603311538696289;1.2067233324050903;1.754273772239685;-0.5349053144454956;0.5533329844474792;0.7422797083854675;-0.2712293267250061;-1.0036499500274658;-0.270136296749115;-0.08467042446136475;-0.6923442482948303;-1.0457504987716675;-15.157135963439941;-3.0760111808776855;4.515934944152832;-2.721454620361328;0.5536043643951416;0.6751753091812134;2.44045090675354;2.6225099563598633;0.32871612906455994;0.0646742507815361;0.46114081144332886;-0.26057350635528564;1.1705055236816406;-1.0220143795013428;0.41737061738967896;0.14190258085727692;-0.7140886783599854;0.5848518013954163;0.03345523029565811;0.11838538944721222
cielo/cielo_estexu_h_esp.mp3;-232.41151428222656;83.31938171386719;-14.978325843811035;58.89690017700195;-1.5639339685440063;-13.840197563171387;-9.161421775817871;-24.511682510375977;-6.829483509063721;-30.674840927124023;-10.043230056762695;-17.64023208618164;-29.390947341918945;-3.826420545578003;-14.224395751953125;-4.265861511230469;-6.263734817504883;1.8691902160644531;-1.5637859106063843;-4.0027689933776855;-14.729353904724121;11.171263694763184;-2.27535343170166;-9.288531303405762;-5.409724712371826;4.356245517730713;3.859907627105713;-4.288890361785889;-0.16437342762947083;-1.6101070642471313;5.529244899749756;-0.5071985125541687;0.34577396512031555;-0.3846762478351593;1.7889655828475952;-0.8012948632240295;-0.9706590175628662;0.8407741785049438;-1.1270209550857544;-3.0513784885406494;-17.520896911621094;-3.558159589767456;3.2275390625;-1.3713732957839966;-1.6597354412078857;1.395811915397644;1.1233835220336914;2.729508876800537;-0.27268359065055847;-1.2667003870010376;1.2303414344787598;-0.41864311695098877;-0.04724622890353203;-2.363328695297241;0.28518038988113403;-0.4876537322998047;0.7607381343841553;0.5875096321105957;-0.9197593331336975;0.6205387711524963
cielo/cielo_gustav73_h_peru.mp3;-246.47650146484375;75.76036834716797;-43.650447845458984;77.8926773071289;-5.705658912658691;-46.12446594238281;-33.31681823730469;-5.283323764801025;-22.95729637145996;-6.986147880554199;-12.258062362670898;11.946284294128418;-8.289936065673828;1.1456140279769897;-7.86652135848999;-3.026177406311035;3.449219226837158;-5.234611988067627;-11.130123138427734;6.249208927154541;-4.453135967254639;22.060222625732422;-5.730292797088623;-4.479223251342773;1.5350887775421143;0.09762214124202728;2.6163361072540283;-5.370453357696533;2.2301347255706787;0.8197704553604126;-0.5644641518592834;-0.5569785833358765;1.3636502027511597;-1.886448621749878;1.4721214771270752;-1.8659425973892212;0.17751111090183258;0.8306238055229187;-2.028285503387451;-1.7649540901184082;-11.540668487548828;-5.378530979156494;3.3671720027923584;-2.5882480144500732;-0.639860212802887;1.1139546632766724;2.006730318069458;2.0441291332244873;0.15698614716529846;0.06905532628297806;0.5911170244216919;-0.4474474787712097;-0.106155626475811;0.37149232625961304;-0.09513197094202042;0.7900664210319519;-0.09010925889015198;-0.27031227946281433;0.8213737607002258;-0.13047292828559875
cielo/cielo_msalas_h_eeuu.mp3;-236.21087646484375;141.63954162597656;-27.967992782592773;30.37950325012207;-0.00043462117901071906;-19.135990142822266;1.4465023279190063;-22.02411460876465;-23.62163734436035;-19.79347801208496;12.44199275970459;-11.80284309387207;-19.64337730407715;9.746469497680664;-13.597662925720215;-4.271824836730957;-9.51581859588623;-19.195316314697266;-5.455846309661865;-4.393346786499023;-8.748551368713379;12.814176559448242;0.15868085622787476;-6.9649224281311035;-4.311957359313965;2.8098161220550537;1.7033195495605469;-0.30488598346710205;-1.235878825187683;1.526375651359558;0.24585169553756714;-1.3738276958465576;1.8336938619613647;0.5414933562278748;-0.631008505821228;-1.7049362659454346;1.0626194477081299;0.4807356297969818;-1.982840895652771;0.34802132844924927;-12.504057884216309;-2.265261650085449;5.613022804260254;-1.2704486846923828;0.7204469442367554;1.2637600898742676;0.4370551109313965;2.534574031829834;-0.14842486381530762;0.9052606225013733;-0.7221391201019287;-0.25981101393699646;0.7045636773109436;-0.7419508695602417;-0.11397775262594223;0.1230069026350975;0.2871922254562378;0.8413693904876709;0.030958715826272964;0.692439615726471
cielo/cielo_Orphneus_h_arg.mp3;-162.52316284179688;85.4810562133789;-11.409327507019043;56.438663482666016;-9.670035362243652;-0.8117157816886902;-17.748777389526367;-10.641863822937012;-10.95739459991455;-7.489168643951416;-4.541198253631592;1.325608491897583;-15.644719123840332;4.887582302093506;0.17591047286987305;8.054102897644043;3.202484607696533;-2.146810531616211;-10.571106910705566;-3.4565727710723877;-1.6075636148452759;15.686636924743652;-7.310094356536865;-0.8770756125450134;2.2117302417755127;-5.090153694152832;3.620643138885498;-3.09045147895813;-2.9438459873199463;3.2726266384124756;0.45017221570014954;-0.9768996238708496;-0.8891015648841858;1.223380446434021;0.6067968606948853;0.7931948304176331;1.4596096277236938;-0.8424919247627258;0.5551751852035522;-0.4788305163383484;-17.849544525146484;-3.5472240447998047;2.8110713958740234;-2.8851001262664795;-0.38012251257896423;1.896750807762146;1.816438913345337;1.1665583848953247;0.17532303929328918;0.5711397528648376;0.8875154852867126;-0.8178148865699768;1.115444540977478;-0.09256851673126221;-0.19486090540885925;-0.18860457837581635;-0.5105124711990356;0.32662901282310486;-0.45517444610595703;0.4311142563819885
cielo/cielo_reality3d_h_esp.mp3;-249.96340942382812;65.3675765991211;-4.808192253112793;44.106300354003906;-16.911500930786133;-15.622528076171875;-7.40359354019165;-7.958536624908447;-17.320131301879883;-6.731526851654053;-4.535896301269531;-5.7633490562438965;-11.329646110534668;7.920391082763672;-16.95841407775879;-2.751192808151245;-4.5536041259765625;-1.3850101232528687;-5.9520368576049805;-7.437620639801025;-11.848862648010254;15.206271171569824;4.466866493225098;2.7491934299468994;0.6851720809936523;0.5721714496612549;3.048462390899658;0.025651533156633377;-1.131858229637146;1.3090863227844238;1.8805904388427734;-0.6043566465377808;0.019661832600831985;0.028676200658082962;-0.7488912343978882;-0.6933143734931946;-0.788821280002594;-0.960911750793457;-1.2515393495559692;-1.1118348836898804;-7.121726036071777;-1.1953250169754028;2.0832252502441406;-0.15853247046470642;-1.5945549011230469;-0.19925424456596375;0.16439059376716614;0.3377355933189392;0.7887700796127319;-0.13327765464782715;-0.02544943057000637;0.3013176918029785;0.3168213367462158;0.14899994432926178;0.20577724277973175;-0.001928955316543579;0.30718398094177246;-0.08236938714981079;-0.20530322194099426;-0.24895122647285461
clase/clase_brujacarter_m_esp.mp3;-251.0411376953125;123.89551544189453;-49.68461227416992;64.10598754882812;-37.17766571044922;-13.57020378112793;-22.69341278076172;-3.185375928878784;-3.9224488735198975;-24.044635772705078;-11.928764343261719;-25.342931747436523;3.097992181777954;-8.232589721679688;-2.324768543243408;4.04106330871582;-19.586708068847656;-1.8811748027801514;-3.549689769744873;-7.734439849853516;-12.320209503173828;-1.1898832321166992;4.417828559875488;-1.3990514278411865;1.4906954765319824;-0.7449932098388672;2.8050644397735596;1.4121146202087402;-0.36070114374160767;0.6099658608436584;-0.28942805528640747;1.0788562297821045;0.15848363935947418;0.968474805355072;-0.029766902327537537;-1.679422378540039;-0.018373221158981323;-0.629453182220459;-0.5341331958770752;-0.7929224371910095;-10.247851371765137;-1.90145742893219;2.4634783267974854;0.5941059589385986;1.3206406831741333;0.02461843192577362;-0.7287834882736206;0.3430979251861572;-0.6576283574104309;-0.6495854258537292;-0.43890661001205444;0.3457431197166443;0.03903809189796448;-0.24323880672454834;0.12424927949905396;-0.025931745767593384;0.32919368147850037;-0.28609538078308105;0.4795469641685486;-0.049684371799230576
clase/clase_dubheed_h_esp.mp3;-236.8688507080078;24.341598510742188;9.895132064819336;59.98318099975586;-18.55376625061035;-3.8457915782928467;-32.153690338134766;-2.366894483566284;1.5272216796875;19.47922706604004;-6.000789165496826;-4.577506065368652;5.902332305908203;7.261833667755127;-8.452815055847168;3.316433906555176;-4.895126819610596;-0.8375973701477051;-7.706524848937988;-0.873670756816864;-5.234862804412842;-12.215221405029297;9.405779838562012;3.2866921424865723;4.195897579193115;-1.875689148902893;-1.4932548999786377;3.5740530490875244;-2.2607831954956055;-0.33007872104644775;-0.8749721646308899;1.1471670866012573;0.11147314310073853;0.24007545411586761;2.5092830657958984;1.9121721982955933;0.29393327236175537;0.3036503195762634;0.9328235983848572;-0.7406991124153137;-5.767362594604492;5.604260444641113;-0.6400486826896667;2.6179208755493164;-0.9324139356613159;-1.0073356628417969;1.0725328922271729;-1.2468831539154053;0.10669374465942383;-1.3516085147857666;-0.24452506005764008;0.4415503740310669;-0.41058942675590515;-0.2207995057106018;0.04349284619092941;-0.47155916690826416;0.8518543839454651;-0.3206412196159363;0.18797147274017334;-0.4584667682647705
